X,Y,osm_id,code,fclass,name,x,y
19.039768,47.499455,891426548,2 301,restaurant,Pater Marcus,19.040,47.499
19.1325186,47.4353728,4820644787,2 004,post_box,,19.133,47.435
19.0369188,47.505653,891426550,2 304,pub,Isolabella,19.037,47.506
19.1341809,47.4157187,4820644788,2 527,newsagent,Újságos bódé,19.134,47.416
19.03976,47.501816,891426556,2 304,pub,Belgian Brasserie Henri,19.040,47.502
19.1270773,47.4396536,4820647093,2 962,water_well,Közkút,19.127,47.440
19.0375146,47.5056405,891426558,2 301,restaurant,Vigadó Étterem és Söröző,19.038,47.506
19.1778949,47.4729866,4820647094,2 906,waste_basket,,19.178,47.473
19.0381992,47.5029685,891426567,2 014,arts_centre,Hagyományok Háza (Budai Vigadó),19.038,47.503
19.1780969,47.4727658,4820647095,2 906,waste_basket,,19.178,47.473
19.0360449,47.5014588,891426573,2 303,cafe,Szerpentin Szalon Régiségbolt és Kávézó,19.036,47.501
19.1260912,47.456441,4820647096,2 906,waste_basket,,19.126,47.456
19.0392404,47.4993683,891426581,2 401,hotel,Hotel Carlton,19.039,47.499
19.1309879,47.4494504,4820647097,2 205,playground,,19.131,47.449
19.039908,47.499509,891426597,2 301,restaurant,Seoul House koreai étterem,19.040,47.500
19.1253253,47.4312165,4820647307,2 004,post_box,,19.125,47.431
19.0379422,47.5039968,891426609,2 304,pub,Bástya borozó,19.038,47.504
19.1784155,47.472731,4820647309,2 906,waste_basket,,19.178,47.473
19.0381018,47.5053409,891426632,2 602,atm,,19.038,47.505
19.1276066,47.4631019,4820647310,2 006,telephone,Nyilvános telefon,19.128,47.463
19.039612,47.502205,891426636,2 301,restaurant,Chelsea,19.040,47.502
19.1259759,47.4547505,4820647312,2 906,waste_basket,,19.126,47.455
19.0371271,47.5043478,891426640,2 402,motel,Astra vendégház,19.037,47.504
19.134209,47.4367383,4820647314,2 906,waste_basket,,19.134,47.437
19.0525891,47.48298,4820732429,2 303,cafe,Tinta Art Café,19.053,47.483
19.058438,47.4626931,4821326317,2 902,bench,,19.058,47.463
19.0583655,47.4626921,4821326318,2 902,bench,,19.058,47.463
19.058343,47.4626676,4821326319,2 902,bench,,19.058,47.463
19.058301,47.4626193,4821326320,2 902,bench,,19.058,47.463
19.1001685,47.5656855,3329223678,2 902,bench,,19.100,47.566
19.0584517,47.4626144,4821326421,2 902,bench,,19.058,47.463
19.100296,47.5656534,3329223684,2 902,bench,,19.100,47.566
19.1344617,47.4349341,4816258166,2 906,waste_basket,,19.134,47.435
19.0985279,47.5603616,3329346161,2 593,vending_any,BKK jegyautomata,19.099,47.560
19.1059303,47.5777969,3329364574,2 593,vending_any,BKK jegyautomata,19.106,47.578
19.0489595,47.4941363,4816567424,2 721,attraction,Legenda kikötő,19.049,47.494
19.0595773,47.4906854,880305791,2 301,restaurant,Alföldi Vendéglő,19.060,47.491
19.0798994,47.5315533,4817799162,2 006,telephone,,19.080,47.532
19.0790868,47.5333344,4817848454,2 951,comms_tower,,19.079,47.533
19.0637651,47.5036924,881943484,2 304,pub,Café Vian kávéház,19.064,47.504
19.0632028,47.5036258,881943486,2 304,pub,Inkognito,19.063,47.504
19.0537812,47.5054628,4817975711,2 722,museum,Carl Lutz Emlékszoba,19.054,47.505
19.063643,47.503305,881943488,2 301,restaurant,Karma,19.064,47.503
19.0634095,47.5034973,881943502,2 301,restaurant,Buena Vista,19.063,47.503
19.1363148,47.4889739,884914221,2 006,telephone,,19.136,47.489
19.0548306,47.5099738,888143202,2 601,bank,K&H Nyugati tér,19.055,47.510
19.037214,47.505642,888479584,2 303,cafe,Coyote Coffee & Deli,19.037,47.506
19.1040121,47.5002338,4818907725,2 401,hotel,,19.104,47.500
19.0384205,47.5024427,890183485,2 904,fountain,,19.038,47.502
19.0371126,47.5147603,890219272,2 601,bank,K & H Bank,19.037,47.515
19.023021,47.501396,890232195,2 601,bank,CIB Bank,19.023,47.501
19.023584,47.502479,890232200,2 601,bank,K & H Bank,19.024,47.502
18.9900198,47.470961,4816063014,2 906,waste_basket,,18.990,47.471
19.1353548,47.4139596,4816253094,2 006,telephone,Nyilvános telefon,19.135,47.414
19.1319027,47.4291216,4816257401,2 906,waste_basket,,19.132,47.429
19.1500149,47.4618913,4816257402,2 906,waste_basket,,19.150,47.462
19.1658945,47.4696986,4816257403,2 906,waste_basket,,19.166,47.470
19.1463299,47.4570495,4816257459,2 906,waste_basket,,19.146,47.457
19.1569564,47.4694653,4816257460,2 906,waste_basket,,19.157,47.469
19.1655627,47.4772884,4816257464,2 906,waste_basket,,19.166,47.477
19.1528016,47.4868909,4816257465,2 004,post_box,,19.153,47.487
19.1372612,47.4905722,4816257466,2 906,waste_basket,,19.137,47.491
19.1612875,47.4733816,4816257467,2 906,waste_basket,,19.161,47.473
19.1576835,47.4701489,4816257472,2 906,waste_basket,,19.158,47.470
19.1407181,47.4544054,4816257474,2 906,waste_basket,,19.141,47.454
19.1343799,47.4345954,4816257475,2 906,waste_basket,,19.134,47.435
19.0977755,47.5603376,3328539212,2 514,chemist,Rossmann,19.098,47.560
19.1470691,47.4575199,4816257815,2 906,waste_basket,,19.147,47.458
19.1602741,47.4725338,4816257816,2 906,waste_basket,,19.160,47.473
19.1622393,47.4798753,4816258030,2 906,waste_basket,,19.162,47.480
19.1025746,47.5747331,3328596966,2 120,doctors,Felnőtt háziorvosi rendelő,19.103,47.575
19.1517781,47.4783832,4816258032,2 906,waste_basket,,19.152,47.478
19.1568124,47.4693327,4816258037,2 906,waste_basket,,19.157,47.469
19.1434305,47.4522717,4816258052,2 004,post_box,,19.143,47.452
19.1345802,47.4352609,4816258053,2 906,waste_basket,,19.135,47.435
19.1778065,47.473249,4816258128,2 906,waste_basket,,19.178,47.473
19.1519951,47.4782695,4816258132,2 906,waste_basket,,19.152,47.478
19.098533,47.5606913,3328999099,2 601,bank,K&H Bank,19.099,47.561
19.160954,47.4731425,4816258133,2 906,waste_basket,,19.161,47.473
19.0985893,47.5607448,3328999100,2 602,atm,OTP,19.099,47.561
19.0984847,47.5605592,3329008206,2 512,clothes,Kínai Áruház,19.098,47.561
19.0974924,47.5664143,3329066649,2 602,atm,OTP Bank,19.097,47.566
19.0972354,47.5666938,3329066650,2 602,atm,OTP Bank,19.097,47.567
18.935298,47.531082,3330861175,2 905,hunting_stand,,18.935,47.531
19.061483,47.505619,943476884,2 303,cafe,Vörös Oroszlán Teaház,19.061,47.506
19.061729,47.5066905,943478880,2 302,fast_food,Arriba,19.062,47.507
19.0619804,47.5065201,943479294,2 301,restaurant,Istambul,19.062,47.507
19.0625351,47.5055706,943479941,2 301,restaurant,Star Kebab,19.063,47.506
18.9295,47.544083,3330861375,2 905,hunting_stand,,18.930,47.544
19.1269615,47.4653827,939520137,2 901,toilet,,19.127,47.465
19.1862807,47.4040923,3330803305,2 593,vending_any,,19.186,47.404
19.1134763,47.4490678,4825773409,2 962,water_well,Közkút,19.113,47.449
19.1230314,47.4424427,4825773410,2 006,telephone,Nyilvános telefon,19.123,47.442
19.0384356,47.5283133,4826228791,2 012,community_centre,Kolosy téri Civil Ház,19.038,47.528
19.0744978,47.4919143,924514079,2 001,police,VIII. kerületi Rendőrkapitányság,19.074,47.492
19.031678,47.472348,930054547,2 301,restaurant,Il Treno,19.032,47.472
19.0293054,47.4703396,930054553,2 301,restaurant,Sörbarát Étterem,19.029,47.470
19.0320139,47.4724799,930054557,2 501,supermarket,Tesco Expressz,19.032,47.472
19.0289518,47.4706456,930055503,2 201,theatre,Karinthy Színház,19.029,47.471
19.058919,47.50807,930168453,2 301,restaurant,Buddha Original Thai Wokbar,19.059,47.508
19.1338188,47.5199102,4823697656,2 903,drinking_water,,19.134,47.520
19.1332989,47.5203103,4823697691,2 252,pitch,szabadtéri tornapálya,19.133,47.520
19.0163861,47.4972203,4824790223,2 906,waste_basket,,19.016,47.497
19.0263841,47.508741,3330070355,2 303,cafe,Coffeeshop Company,19.026,47.509
19.0269581,47.5090381,3330070358,2 517,shoe_shop,Deichmann,19.027,47.509
19.0264889,47.5091883,3330070359,2 522,sports_shop,Hervis,19.026,47.509
19.0266098,47.5090178,3330070361,2 303,cafe,Starbucks,19.027,47.509
19.0267534,47.5064,910630615,2 301,restaurant,Cliffton étterem,19.027,47.506
19.0763637,47.4896873,911617785,2 101,pharmacy,Három Sas gyógyszertár,19.076,47.490
19.073085,47.4924066,911620342,2 101,pharmacy,Szent Péter Gyógyszertár,19.073,47.492
19.0233998,47.4993193,4825193669,2 014,arts_centre,Nyitott Műhely,19.023,47.499
19.0896798,47.4892033,911620348,2 101,pharmacy,Arany Elefánt Gyógyszertár,19.090,47.489
19.01717,47.492987,4825193670,2 012,community_centre,Hegyvidéki Kulturális Szalon,19.017,47.493
19.0701679,47.4903518,911673579,2 304,pub,Krúdy Söröző,19.070,47.490
19.1516219,47.5054513,4825272021,2 906,waste_basket,,19.152,47.505
19.0894144,47.503283,911788237,2 001,police,VII. kerületi kapitányság,19.089,47.503
19.0298841,47.5002425,4825406430,2 014,arts_centre,Vármező Galéria,19.030,47.500
19.0889299,47.5037448,911817247,2 301,restaurant,Keleti étterem,19.089,47.504
19.0401106,47.5005519,4825406431,2 012,community_centre,Budavári Művelődési Ház,19.040,47.501
19.0317695,47.5070424,4825406433,2 012,community_centre,Vízivárosi Klub,19.032,47.507
19.0927455,47.4880381,911934404,2 501,supermarket,CBA,19.093,47.488
19.1379929,47.5041362,4825642723,2 305,bar,Coffee with sugar,19.138,47.504
19.1388992,47.5043929,4825642724,2 306,food_court,,19.139,47.504
19.1633599,47.5228418,912437250,2 101,pharmacy,,19.163,47.523
19.1689579,47.5229355,912437270,2 205,playground,,19.169,47.523
19.113147,47.4411288,913291055,2 082,school,Tátra Téri Általános Iskola,19.113,47.441
19.2559487,47.4788749,914484568,2 101,pharmacy,Reflex Gyógyszertár,19.256,47.479
19.0578626,47.5195415,915322955,2 302,fast_food,Olympia Chinese Restaurant,19.058,47.520
19.061445,47.49903,919485140,2 304,pub,Kőleves Kert,19.061,47.499
19.0731273,47.4895467,968910310,2 602,atm,,19.073,47.490
19.1362056,47.4860938,4833075731,2 251,sports_centre,Uszoda,19.136,47.486
19.1359853,47.4864794,4833075732,2 012,community_centre,KÖSZI,19.136,47.486
19.1413302,47.4891292,4833075743,2 511,convenience,ABC,19.141,47.489
19.144277,47.4868905,4833075744,2 529,beauty_shop,műkörmös,19.144,47.487
19.1223399,47.4733949,3334774987,2 301,restaurant,Kínai Gyors büfé,19.122,47.473
19.143421,47.4860525,4833075745,2 561,hairdresser,Fodrászat,19.143,47.486
19.255977,47.4789686,3334774988,2 519,optician,M-Optika Fotó,19.256,47.479
19.1453907,47.48291,4833075779,2 301,restaurant,Csősztorony vendéglő,19.145,47.483
19.122577,47.4735799,3334774991,2 301,restaurant,Sörös büfé,19.123,47.474
19.1299721,47.4841133,4833075789,2 502,bakery,körösi pékség,19.130,47.484
19.2552989,47.4795831,3334780006,2 593,vending_any,,19.255,47.480
19.1354071,47.5392537,973563109,2 301,restaurant,Kékpisztráng étterem,19.135,47.539
19.1310638,47.4851483,4833075790,2 502,bakery,Fini békség,19.131,47.485
19.1381207,47.5429489,973564168,2 030,recycling,,19.138,47.543
19.1360777,47.5394891,973564169,2 031,recycling_glass,,19.136,47.539
19.1288827,47.5400696,973568683,2 511,convenience,Közért,19.129,47.540
19.12854,47.5394572,973568810,2 301,restaurant,Bábelék,19.129,47.539
19.0594206,47.5996899,4830890921,2 006,telephone,,19.059,47.600
19.1188321,47.4643526,3471717205,2 903,drinking_water,,19.119,47.464
19.1295232,47.5415015,973653919,2 602,atm,,19.130,47.542
19.1199105,47.4640329,3471717206,2 903,drinking_water,,19.120,47.464
19.0193961,47.4891837,3336479418,2 902,bench,,19.019,47.489
19.1283688,47.5396117,973654540,2 511,convenience,,19.128,47.540
19.1316979,47.5440906,973654625,2 511,convenience,Közért,19.132,47.544
19.1128975,47.4706677,962454582,2 004,post_box,,19.113,47.471
19.063943,47.4954509,963184600,2 515,bookshop,Könyv outlet,19.064,47.495
19.0631005,47.4952633,963184606,2 515,bookshop,Libri,19.063,47.495
19.1436052,47.4848579,963932062,2 004,post_box,,19.144,47.485
19.0580649,47.5098062,965929967,2 301,restaurant,U26,19.058,47.510
19.0448927,47.5862656,4832382620,2 902,bench,,19.045,47.586
19.0359388,47.5389853,4832384021,2 566,bicycle_rental,Kiscelli utca - Zápor utca,19.036,47.539
19.0801509,47.4839724,966062108,2 101,pharmacy,Klinikák Gyógyszertár,19.080,47.484
19.0831273,47.4810266,966071039,2 101,pharmacy,Pesti Sas Gyógyszertár,19.083,47.481
19.1141668,47.4697411,966071041,2 030,recycling,,19.114,47.470
19.0812828,47.4817595,966077996,2 304,pub,Zöld Macska Diákpince,19.081,47.482
19.0791573,47.4824079,966078442,2 304,pub,Medikus,19.079,47.482
19.0883315,47.4791363,966092113,2 101,pharmacy,Nagyvárad Gyógyszertár,19.088,47.479
19.0700415,47.4733689,966707888,2 101,pharmacy,Millennium Gyógyszertár,19.070,47.473
19.0362781,47.5147022,4832886011,2 561,hairdresser,Biohair hajvágószalon,19.036,47.515
19.0692769,47.4174993,3332967178,2 513,florist,,19.069,47.417
19.0694888,47.4174067,3332972868,2 304,pub,Gól Bisztró,19.069,47.417
19.0695639,47.4173783,3332974168,2 529,beauty_shop,,19.070,47.417
18.9586578,47.5469192,3333662229,2 512,clothes,Gyermekruha,18.959,47.547
19.0888466,47.5037119,967822688,2 302,fast_food,Palacsintakirály,19.089,47.504
19.0786927,47.4826261,967912588,2 004,post_box,,19.079,47.483
19.0732579,47.4898874,967942290,2 082,school,ELTE ITK (Rigó utca),19.073,47.490
19.0808611,47.4857811,967954569,2 082,school,Atalanta Oktatási Központ,19.081,47.486
19.0778354,47.4829027,967969598,2 501,supermarket,Kedvenc Élelmiszer,19.078,47.483
19.0887753,47.503681,957059241,2 511,convenience,Gaba ABC,19.089,47.504
19.0903043,47.5610977,3331118522,2 513,florist,Virág Ajándék,19.090,47.561
19.0885782,47.503982,957059242,2 304,pub,Stadion Söröző,19.089,47.504
19.0903753,47.5606224,3331123050,2 593,vending_any,BKK jegyautomata,19.090,47.561
19.0989267,47.5010978,957059245,2 564,car_wash,IMO Autómosó,19.099,47.501
19.1167225,47.5293123,3331138796,2 542,bicycle_shop,Szökevény Bringa,19.117,47.529
19.0831769,47.5014218,957090558,2 302,fast_food,KFC,19.083,47.501
19.0888327,47.5606623,3331142188,2 525,mobile_phone_shop,Budapest Centrum Újpest - Telenor Partner,19.089,47.561
19.0901014,47.5601616,3331142494,2 602,atm,OTP Bankautomata,19.090,47.560
19.1000627,47.5656755,3331163612,2 004,post_box,,19.100,47.566
19.0272273,47.5077274,959412565,2 601,bank,Raiffeisen Bank Széna tér,19.027,47.508
19.0925056,47.4361496,3331373155,2 083,kindergarten,Óvoda,19.093,47.436
19.0272598,47.5069493,959412578,2 305,bar,Oscar,19.027,47.507
19.0925056,47.4361496,3331373155,2 403,bed_and_breakfast,Óvoda,19.093,47.436
19.0325825,47.5079263,959412579,2 011,embassy,Svédország Nagykövetsége,19.033,47.508
19.0945306,47.4388447,3331374208,2 543,doityourself,Villamossági - világitástechnikai áruház,19.095,47.439
19.028354,47.507496,959412580,2 304,pub,Móri borozó,19.028,47.507
19.0921703,47.4359392,3331377694,2 205,playground,Játszótér,19.092,47.436
19.0274828,47.5078737,959412581,2 601,bank,Takarék Kereskedelmi Bank Széna tér / Allianz Biztosító,19.027,47.508
19.0838119,47.4738452,961537269,2 002,fire_station,IX. ker. tűzoltó-parancsnokság,19.084,47.474
19.1149682,47.4698119,962454572,2 101,pharmacy,Zágrábi Gyógyszertár,19.115,47.470
19.1153437,47.4696669,962454576,2 304,pub,,19.115,47.470
19.0595069,47.5090079,944834985,2 301,restaurant,Parász presszó,19.060,47.509
19.0356204,47.5114745,945682477,2 722,museum,Öntödei Múzeum,19.036,47.511
19.0372099,47.5108082,945682481,2 401,hotel,Hotel Regnum Residence,19.037,47.511
19.0827912,47.5294745,946557172,2 101,pharmacy,Béke patika,19.083,47.529
19.0673633,47.5082143,947990329,2 201,theatre,Kolibri színház,19.067,47.508
19.071069,47.4970239,949503964,2 101,pharmacy,Benu Gyógyszertár Bp. Csillag,19.071,47.497
19.0628669,47.4970987,4829452922,2 302,fast_food,Karaván,19.063,47.497
19.0248006,47.4908731,3470229616,2 601,bank,Hold Alapkezelő Zrt.,19.025,47.491
19.1028119,47.5266402,3470862593,2 304,pub,Piros hetes borozó,19.103,47.527
19.1029359,47.5265583,3470862793,2 511,convenience,Kiskosár ABC,19.103,47.527
19.0983716,47.5232326,3470865093,2 903,drinking_water,,19.098,47.523
19.0985057,47.5224791,3470865993,2 083,kindergarten,Óvó Klub magánóvoda,19.099,47.522
19.0967274,47.5217165,3470867193,2 012,community_centre,Dorozsma ház,19.097,47.522
19.0964672,47.5215426,3470867793,2 514,chemist,Szoptatási és babaápolási szakbolt,19.096,47.522
19.0934497,47.5150124,3470871793,2 301,restaurant,Mimóza kínai étterem,19.093,47.515
19.0987846,47.5112406,3470875393,2 511,convenience,Reál Pont,19.099,47.511
19.1047284,47.5059176,3470877993,2 543,doityourself,Fürdőszobaszalon,19.105,47.506
19.1147855,47.3911495,763173112,2 511,convenience,Erika,19.115,47.391
19.1125793,47.3884766,763181022,2 006,telephone,,19.113,47.388
19.0505961,47.5012599,4796416714,2 721,attraction,Urban Betyár Élményközpont,19.051,47.501
19.1140914,47.3873729,763181339,2 511,convenience,Vegyesbolt,19.114,47.387
19.0507302,47.501211,4796416715,2 301,restaurant,Urban Betyár,19.051,47.501
19.0349708,47.4993396,4796416716,2 721,attraction,Houdini Ház,19.035,47.499
19.1124028,47.386896,763188168,2 006,telephone,,19.112,47.387
19.0524194,47.4720226,763456115,2 302,fast_food,Chuang Xin kínai gyorsbüfé,19.052,47.472
19.0227353,47.4659084,763459643,2 302,fast_food,Zsuzsika kifőzdéje (Husi-Zoo),19.023,47.466
19.0270918,47.5092011,763543765,2 601,bank,Erste Bank,19.027,47.509
19.1329929,47.5244711,4796819027,2 101,pharmacy,,19.133,47.524
19.0067071,47.5117629,763545712,2 301,restaurant,Lugas étterem,19.007,47.512
19.1389668,47.5273826,4796819621,2 903,drinking_water,,19.139,47.527
19.0371018,47.5363296,763549105,2 302,fast_food,Európa gyorsétterem,19.037,47.536
19.1345666,47.5253918,4796822022,2 304,pub,Bak-tanya borozó,19.135,47.525
19.0368202,47.532064,763549779,2 301,restaurant,Dang Muoi,19.037,47.532
19.137954,47.4445465,4795419733,2 006,telephone,Nyilvános telefon,19.138,47.445
19.1333282,47.4154575,4795419739,2 004,post_box,,19.133,47.415
19.2689621,47.493249,763652207,2 101,pharmacy,Humanitas Gyógyszertár,19.269,47.493
19.060748,47.4751019,4795797245,2 902,bench,,19.061,47.475
19.2714409,47.4944346,763652208,2 205,playground,,19.271,47.494
19.0607627,47.4750607,4795797246,2 902,bench,,19.061,47.475
19.2781746,47.4936914,763652246,2 304,pub,Aranykút Söröző,19.278,47.494
19.0607748,47.4750235,4795797247,2 902,bench,,19.061,47.475
19.0607849,47.4749827,4795797248,2 902,bench,,19.061,47.475
19.0608003,47.4749392,4795797249,2 902,bench,,19.061,47.475
19.0608134,47.4748932,4795797250,2 902,bench,,19.061,47.475
19.0589468,47.4763919,4795797252,2 566,bicycle_rental,Petőfi híd - Buda,19.059,47.476
19.0591508,47.4730537,4795797253,2 902,bench,,19.059,47.473
19.0591455,47.4730763,4795797254,2 902,bench,,19.059,47.473
19.2148722,47.4170986,4796349906,2 903,drinking_water,,19.215,47.417
19.2167746,47.4211578,4796350672,2 903,drinking_water,,19.217,47.421
19.0385859,47.5295941,4796359137,2 301,restaurant,Bécsiszelet Vendéglő,19.039,47.530
19.0817551,47.5455249,3304883545,2 007,library,Fővárosi Szabó Ervin Könyvtár XIII./6.,19.082,47.546
19.1907554,47.4471914,3304901441,2 302,fast_food,Big Gyros Taverna,19.191,47.447
19.0304273,47.5360461,3302315018,2 906,waste_basket,,19.030,47.536
19.0509011,47.5020761,4795269977,2 303,cafe,,19.051,47.502
19.0308311,47.5349883,3302315019,2 902,bench,,19.031,47.535
19.0503362,47.5055312,4795269985,2 303,cafe,,19.050,47.506
19.0355124,47.5336873,4795269990,2 566,bicycle_rental,Bécsi út - Óbudai Egyetem,19.036,47.534
19.0310067,47.5384287,3302315020,2 906,waste_basket,,19.031,47.538
19.030811,47.5350632,3302315022,2 906,waste_basket,,19.031,47.535
19.0228487,47.5079336,746783878,2 301,restaurant,Ping kínai étterem,19.023,47.508
19.0287039,47.5369215,3302315023,2 902,bench,,19.029,47.537
19.2324827,47.4559915,747097056,2 030,recycling,,19.232,47.456
19.0311904,47.5355563,3302315024,2 906,waste_basket,,19.031,47.536
19.0286355,47.5369186,3302315025,2 906,waste_basket,,19.029,47.537
19.0513466,47.497901,748712095,2 404,guesthouse,Corso Apartment,19.051,47.498
19.0312063,47.5351533,3302315026,2 902,bench,,19.031,47.535
19.0306552,47.5426496,3302315027,2 906,waste_basket,,19.031,47.543
19.0290731,47.5369608,3302315028,2 906,waste_basket,,19.029,47.537
19.0312747,47.5351658,3302315029,2 902,bench,,19.031,47.535
19.0315365,47.5393835,3302315030,2 902,bench,,19.032,47.539
19.0309077,47.5361462,3302315031,2 906,waste_basket,,19.031,47.536
19.0306935,47.5352275,3302315032,2 902,bench,,19.031,47.535
19.0286377,47.5373004,3302315033,2 902,bench,,19.029,47.537
19.0245697,47.520531,749942261,2 120,doctors,Vérhalom téri felnőtt háziorvosi rendelő,19.025,47.521
19.0309938,47.5358882,3302315034,2 906,waste_basket,,19.031,47.536
19.0540387,47.5006937,4795379801,2 742,viewpoint,Szent István-bazilika Panoráma kilátó,19.054,47.501
19.0285281,47.537266,3302315035,2 902,bench,,19.029,47.537
19.0534915,47.5005052,4795379802,2 721,attraction,Szent István-bazilika Kincstára,19.053,47.501
19.0973443,47.5057129,4795379803,2 722,museum,Földtani Kiállítás,19.097,47.506
19.0303728,47.5431814,3302315036,2 906,waste_basket,,19.030,47.543
19.0402286,47.4442148,4795379804,2 722,museum,Etele Helytörténeti Gyűjtemény,19.040,47.444
19.0289342,47.5369129,3302315037,2 906,waste_basket,,19.029,47.537
18.9875856,47.3928704,4795379805,2 722,museum,Nagytétényi Helytörténeti Kiállítótér,18.988,47.393
19.0312919,47.5351989,3302315038,2 906,waste_basket,,19.031,47.535
19.2028517,47.5322701,4795379806,2 722,museum,Tóth Ilonka Emlékház,19.203,47.532
19.029013,47.5368451,3302315040,2 902,bench,,19.029,47.537
19.1254797,47.4314263,4795419314,2 962,water_well,Közkút,19.125,47.431
19.0312318,47.5352611,3302315041,2 902,bench,,19.031,47.535
19.1271718,47.432412,4795419416,2 962,water_well,Közkút,19.127,47.432
19.0309158,47.5361116,3302315042,2 902,bench,,19.031,47.536
19.1455232,47.4580488,4795419438,2 006,telephone,Nyilvános telefon,19.146,47.458
19.0312838,47.5401188,3302315043,2 906,waste_basket,,19.031,47.540
19.1420176,47.4471104,4795419439,2 004,post_box,,19.142,47.447
19.0307855,47.5361048,3302315044,2 902,bench,,19.031,47.536
19.161872,47.4725966,4795419685,2 006,telephone,Nyilvános telefon,19.162,47.473
19.0310612,47.5350647,3302315045,2 902,bench,,19.031,47.535
19.02857,47.5373363,3302315047,2 906,waste_basket,,19.029,47.537
19.0304331,47.536015,3302315048,2 902,bench,,19.030,47.536
19.0039208,47.495465,754169059,2 304,pub,Stone,19.004,47.495
19.0312633,47.5349421,3302315049,2 902,bench,,19.031,47.535
19.0313023,47.5350812,3302510292,2 734,wayside_cross,Kálvária,19.031,47.535
19.0307129,47.542423,3302510376,2 004,post_box,,19.031,47.542
19.0768086,47.5252683,738642154,2 303,cafe,Rétesbolt,19.077,47.525
18.9966603,47.52995,3301494459,2 906,waste_basket,,18.997,47.530
18.987293,47.5310962,3301501362,2 906,waste_basket,,18.987,47.531
18.9868743,47.5325959,3301501363,2 902,bench,,18.987,47.533
18.9869219,47.5326194,3301501364,2 906,waste_basket,,18.987,47.533
19.0663224,47.4827552,738753846,2 304,pub,Orfeusz Söröző,19.066,47.483
18.9881841,47.5335444,3301501365,2 906,waste_basket,,18.988,47.534
19.0637992,47.4837849,738754816,2 304,pub,Lónyay Pub,19.064,47.484
18.9882051,47.5335646,3301501366,2 902,bench,,18.988,47.534
19.0616251,47.4888366,738757596,2 301,restaurant,Calvin Café,19.062,47.489
18.9890511,47.5340301,3301501368,2 902,bench,,18.989,47.534
19.0600933,47.4889342,738759375,2 304,pub,Nana,19.060,47.489
18.9892043,47.5340824,3301501369,2 906,waste_basket,,18.989,47.534
19.0590175,47.4909225,738762524,2 301,restaurant,Véndiák,19.059,47.491
18.9996076,47.535226,3301501372,2 906,waste_basket,,19.000,47.535
19.051504,47.4934997,738766794,2 303,cafe,,19.052,47.493
18.9996129,47.5352521,3301501373,2 741,picnic_site,,19.000,47.535
19.0505332,47.4929365,738771463,2 724,memorial,Petőfi Sándor,19.051,47.493
18.9997857,47.5352763,3301501374,2 902,bench,,19.000,47.535
19.0760702,47.524883,739235700,2 511,convenience,Supi Vegyeskereskedés,19.076,47.525
18.9999804,47.5353106,3301501377,2 906,waste_basket,,19.000,47.535
19.00006,47.535325,3301501379,2 741,picnic_site,,19.000,47.535
19.0605479,47.5605592,741433285,2 742,viewpoint,Óbudai-sziget szigetcsúcs,19.061,47.561
18.9927362,47.5368888,3301501384,2 902,bench,,18.993,47.537
19.0576585,47.5511426,741458299,2 251,sports_centre,Domino - Honvéd kajak-kenu szakosztály,19.058,47.551
19.0063979,47.5401561,3301501396,2 701,tourist_info,,19.006,47.540
19.0064928,47.5403583,3301501398,2 906,waste_basket,,19.006,47.540
18.9642889,47.5519741,745602724,2 304,pub,Cricket söröző,18.964,47.552
18.9642889,47.5519741,745602724,2 518,beverages,Cricket söröző,18.964,47.552
18.9611635,47.5643882,745605775,2 301,restaurant,Gyertyás vendéglő,18.961,47.564
19.028803,47.5368971,3302315010,2 902,bench,,19.029,47.537
18.964005,47.545263,745607176,2 301,restaurant,"Legénykert étterem, söröző, pizzéria",18.964,47.545
19.031235,47.535311,3302315011,2 906,waste_basket,,19.031,47.535
19.0300457,47.4565241,746302678,2 301,restaurant,Erzsi mama konyhája,19.030,47.457
19.0310447,47.5410023,3302315012,2 602,atm,,19.031,47.541
19.0296062,47.4591937,746303212,2 301,restaurant,Major vendéglő,19.030,47.459
19.0308718,47.5360322,3302315013,2 906,waste_basket,,19.031,47.536
19.0311379,47.5350231,3302315014,2 906,waste_basket,,19.031,47.535
19.0309387,47.5360279,3302315016,2 902,bench,,19.031,47.536
19.2977389,47.4781363,4801662254,2 082,school,Christophorus Waldorf Általános Iskola,19.298,47.478
19.0287722,47.5377713,3302315017,2 906,waste_basket,,19.029,47.538
19.1963666,47.4567663,4801677825,2 004,post_box,,19.196,47.457
19.0649684,47.486598,746617657,2 304,pub,Skanzen,19.065,47.487
18.9666043,47.5376128,746774601,2 601,bank,Erste Bank,18.967,47.538
19.0578366,47.4880024,813172038,2 301,restaurant,Princessin Restaurant,19.058,47.488
19.1138226,47.5412705,815014630,2 030,recycling,,19.114,47.541
19.1150121,47.5365074,815014636,2 511,convenience,Hartel,19.115,47.537
19.1190961,47.5396332,815014643,2 511,convenience,,19.119,47.540
19.1204677,47.5646528,819179662,2 101,pharmacy,,19.120,47.565
19.1198319,47.564421,819179774,2 004,post_box,,19.120,47.564
18.9675884,47.5662447,823495187,2 301,restaurant,Kicsi Kert Étel-Ital Bár,18.968,47.566
18.9670096,47.5673835,823496243,2 030,recycling,,18.967,47.567
18.9670096,47.5673835,823496243,2 542,bicycle_shop,,18.967,47.567
